1	23.10000000	113.16666670	10.0000	23.09998242	113.16666670	-98.4150
2	23.11666667	113.18333330	10.0000	23.11664908	113.18333330	-98.4156
3	23.13333333	113.20000000	10.0000	23.13331573	113.20000000	-98.4162
4	23.15000000	113.21666670	10.0000	23.14998239	113.21666670	-98.4167
5	23.16666667	113.23333330	10.0000	23.16664905	113.23333330	-98.4173
6	23.18333333	113.25000000	10.0000	23.18331570	113.25000000	-98.4179
7	23.20000000	113.26666670	10.0000	23.19998236	113.26666670	-98.4184
8	23.21666667	113.28333330	10.0000	23.21664902	113.28333330	-98.4190
9	23.23333333	113.30000000	10.0000	23.23331567	113.30000000	-98.4196
10	23.25000000	113.31666670	10.0000	23.24998233	113.31666670	-98.4202
11	23.26666667	113.33333330	10.0000	23.26664899	113.33333330	-98.4207
12	23.28333333	113.35000000	10.0000	23.28331564	113.35000000	-98.4213
13	23.30000000	113.36666670	10.0000	23.29998230	113.36666670	-98.4219
14	23.31666667	113.38333330	10.0000	23.31664896	113.38333330	-98.4224
15	23.33333333	113.40000000	10.0000	23.33331561	113.40000000	-98.4230
