16	23.35000000	113.41666670
17	23.36666667	113.43333330
18	23.38333333	113.45000000
19	23.40000000	113.46666670
20	23.41666667	113.48333330
21	23.43333333	113.50000000
22	23.45000000	113.51666670
23	23.46666667	113.53333330
24	23.48333333	113.55000000
25	23.50000000	113.56666670
26	23.51666667	113.58333330
27	23.53333333	113.60000000
28	23.55000000	113.61666670
29	23.56666667	113.63333330
30	23.58333333	113.65000000
31	23.60000000	113.66666670
32	23.61666667	113.68333330
33	23.63333333	113.70000000
34	23.65000000	113.71666670
35	23.66666667	113.73333330
36	23.68333333	113.75000000
37	23.70000000	113.76666670
38	23.71666667	113.78333330
39	23.73333333	113.80000000
40	23.75000000	113.81666670
41	23.76666667	113.83333330
42	23.78333333	113.85000000
43	23.80000000	113.86666670
44	23.81666667	113.88333330
45	23.83333333	113.90000000
46	23.85000000	113.91666670
47	23.86666667	113.93333330
48	23.88333333	113.95000000
49	23.90000000	113.96666670
50	23.91666667	113.98333330
