4	23.15000000	113.21666670	10.0000
5	23.16666667	113.23333330	10.0000
6	23.18333333	113.25000000	10.0000
7	23.20000000	113.26666670	10.0000
8	23.21666667	113.28333330	10.0000
9	23.23333333	113.30000000	10.0000
10	23.25000000	113.31666670	10.0000
11	23.26666667	113.33333330	10.0000
12	23.28333333	113.35000000	10.0000
13	23.30000000	113.36666670	10.0000
14	23.31666667	113.38333330	10.0000
15	23.33333333	113.40000000	10.0000
16	23.35000000	113.41666670	10.0000
17	23.36666667	113.43333330	10.0000
18	23.38333333	113.45000000	10.0000
19	23.40000000	113.46666670	10.0000
20	23.41666667	113.48333330	10.0000
21	23.43333333	113.50000000	10.0000
22	23.45000000	113.51666670	10.0000
23	23.46666667	113.53333330	10.0000
24	23.48333333	113.55000000	10.0000
25	23.50000000	113.56666670	10.0000
26	23.51666667	113.58333330	10.0000
27	23.53333333	113.60000000	10.0000
28	23.55000000	113.61666670	10.0000
29	23.56666667	113.63333330	10.0000
30	23.58333333	113.65000000	10.0000
31	23.60000000	113.66666670	10.0000
32	23.61666667	113.68333330	10.0000
33	23.63333333	113.70000000	10.0000
34	23.65000000	113.71666670	10.0000
35	23.66666667	113.73333330	10.0000
36	23.68333333	113.75000000	10.0000
37	23.70000000	113.76666670	10.0000
38	23.71666667	113.78333330	10.0000
39	23.73333333	113.80000000	10.0000
40	23.75000000	113.81666670	10.0000
41	23.76666667	113.83333330	10.0000
42	23.78333333	113.85000000	10.0000
43	23.80000000	113.86666670	10.0000
44	23.81666667	113.88333330	10.0000
45	23.83333333	113.90000000	10.0000
46	23.85000000	113.91666670	10.0000
47	23.86666667	113.93333330	10.0000
48	23.88333333	113.95000000	10.0000
49	23.90000000	113.96666670	10.0000
50	23.91666667	113.98333330	10.0000
